Name1,Name2,Equivalent
Case of &#10;hardship?,Invite applicant for appointment,False
Case of &#10;hardship?,Appoint applicant,False
Case of &#10;hardship?,Make decision,False
Case of &#10;hardship?,Accept application,False
Case of &#10;hardship?,Attach additional requirements,False
Case of &#10;hardship?,Reject application,False
Case of &#10;hardship?,Fill out application form,False
Case of &#10;hardship?,Add certificate of bachelor degree,False
Case of &#10;hardship?,Create and add CV,False
Case of &#10;hardship?,Create and add English letter of motivation,False
Case of &#10;hardship?,Add certificate of English language,False
Case of &#10;hardship?,Add certificates of further language skills,False
Case of &#10;hardship?,Add certificates of qualification,False
Case of &#10;hardship?,Compare and send application,False
Case of &#10;hardship?,Choose courses of studies,False
Case of &#10;hardship?,Receive rejection for course of studies,False
Case of &#10;hardship?,Receive application form,False
Case of &#10;hardship?,upload bachelor's degree / transcript of records / diploma &#10;supplement,False
Case of &#10;hardship?,Upload university entrance certificate,False
Case of &#10;hardship?,Upload letter of motivation,False
Case of &#10;hardship?,Upload cv,False
Case of &#10;hardship?,Upload course&#10;description,False
Case of &#10;hardship?,Upload language certificate,False
Case of &#10;hardship?,Print out and sign application form,False
Case of &#10;hardship?,Collect additional required documents,False
Case of &#10;hardship?,Send application form and documents,False
Case of &#10;hardship?,Take interview,False
Case of &#10;hardship?,Not take interview,False
Case of &#10;hardship?,Check and evaluate application,False
Case of &#10;hardship?,Create transcript of applicant,False
Case of &#10;hardship?,Create ranking,False
Case of &#10;hardship?,Mark applicant as not suitable,False
Case of &#10;hardship?,Mark applicant as suitable,False
Case of &#10;hardship?,Invite applicant for interview,False
Case of &#10;hardship?,Discuss qualification,False
Case of &#10;hardship?,Reject applicant,False
Case of &#10;hardship?,Mark applicant as qualified,False
Case of &#10;hardship?,Mark applicant as not qualified,False
Case of &#10;hardship?,Accept applicant,False
Case of &#10;hardship?,Send information to application office,False
Case of &#10;hardship?,Do the interview,False
Case of &#10;hardship?,Receive and sort application,False
Case of &#10;hardship?,Check citizenship,False
Case of &#10;hardship?,Check application in time EU countries,False
Case of &#10;hardship?,Check application in time non-EU countries,False
Case of &#10;hardship?,In time?,False
Case of &#10;hardship?,Send application to selection committee,False
Case of &#10;hardship?,Update application system,False
Case of &#10;hardship?,Check responses,False
Case of &#10;hardship?,Meet the basic&#10; requirements?,False
Case of &#10;hardship?,Reject interview,False
Case of &#10;hardship?,Send application form,False
Case of &#10;hardship?,Update status of application,False
Case of &#10;hardship?,Check if bachelor equivalent to Uni Potsdam,False
Case of &#10;hardship?,Case of &#10;hardship?,False
Case of &#10;hardship?,Rank case,False
Case of &#10;hardship?,Hardship&#10;sufficient?,False
Case of &#10;hardship?,Score bachelors grade by Â§7(1)(a) * 51,False
Case of &#10;hardship?,Score qualifications by Â§7(1)(b) * 34,False
Case of &#10;hardship?,Score qualifications by Â§7(1)(c) * 15,False
Case of &#10;hardship?,Score &gt;= 600?,False
Case of &#10;hardship?,Add additional requirements,False
Case of &#10;hardship?,Create and add letter of motivation,False
Case of &#10;hardship?,Add recommendations,False
Case of &#10;hardship?,Add case-of-hardship certificate,False
Case of &#10;hardship?,Check bachelor's degree,False
Case of &#10;hardship?,Forward documents,False
Case of &#10;hardship?,Documents &#10;received,False
Case of &#10;hardship?,Send interview invitation,False
Case of &#10;hardship?,Conduct interview,False
Case of &#10;hardship?,Go to the interview,False
Case of &#10;hardship?,Invited to an&#10;interview,False
Case of &#10;hardship?,Precheck of documents,False
Case of &#10;hardship?,Complete?,False
Case of &#10;hardship?,Send commitment,False
Case of &#10;hardship?,Checking for contentual match,False
Case of &#10;hardship?,Check if has university entrance qualification,False
Case of &#10;hardship?,Check for DSH,False
Case of &#10;hardship?,Checking for completeness,False
Case of &#10;hardship?,Choose Uni,False
Case of &#10;hardship?,Fill in printed form of application for international students,False
Case of &#10;hardship?,Send international application,False
Case of &#10;hardship?,Send german application,False
Case of &#10;hardship?,Fill in online form of application,False
Case of &#10;hardship?,Receive Commitment,False
Case of &#10;hardship?,Waiting for response,False
Case of &#10;hardship?,Matriculate,False
Rank case,Apply online,False
Rank case,Send online protocol,False
Rank case,Send documents by post,False
Rank case,Take aptitude test,False
Rank case,Pay for aptitude test,False
Rank case,Wait for results,False
Rank case,Accepted,False
Rank case,Rejected,False
Rank case,Check documents,False
Rank case,Keep in the applicant pool,False
Rank case,Invite to an aptitude test,False
Rank case,Rank students according to GPA and the test results,False
Rank case,Evaluate,False
Rank case,Send letter of rejection,False
Rank case,Send letter of acceptance,False
Rank case,Documents&#10;received,False
Rank case,Take oral exam,False
Rank case,Accepted&#10;provisionally,False
Rank case,Wait for bachelor's certificate,False
Rank case,Certificate&#10;received,False
Rank case,Send bachelor's certificate,False
Rank case,Provisional &#10;acceptance&#10;cancelled,False
Rank case,Provisional&#10;acceptance&#10;confirmed,False
Rank case,Send letter of &#10;provisional acceptance,False
Rank case,Wait for Bachelor's certificate,False
Rank case,Check certificate,False
Rank case,Conduct oral examination,False
Rank case,Confirm provisional acceptance,False
Rank case,Cancel provisional acceptance,False
Rank case,Check application in time,False
Rank case,Complete and&#10;in time?,False
Rank case,Hand application over to examining board,False
Rank case,Rank with other applicants,False
Rank case,Rank sufficient?,False
Rank case,Send acceptance,False
Rank case,Send rejection,False
Rank case,Check if bachelor is sufficient,False
Rank case,Set additional requirements,False
Rank case,Check if bachelors-grade within top 85%,False
Rank case,Invite for talk,False
Rank case,Talk to applicant,False
Rank case,Document,False
Rank case,Fill out application&#10;form,False
Rank case,Complete application,False
Rank case,Add certificate of Bachelor degree,False
Rank case,German?,False
Rank case,Add certificate of German language,False
Rank case,Send application,False
Rank case,Receive rejection,False
Rank case,Immatriculate,False
Rank case,Receive acceptance,False
Rank case,Take&#10;interview,False
Rank case,Choose master program,False
Rank case,Receive application number and passwort,False
Rank case,Print out the online application form (GER),False
Rank case,Print out the online application form (INT),False
Rank case,Send all the requirements to the secretarial office for students,False
Rank case,Waiting for the response,False
Rank case,Receiving acceptance letter,False
Rank case,Reservation place,False
Rank case,Rejection,False
Rank case,Providing the missing documents,False
Rank case,Enrollment,False
Rank case,Receive application,False
Rank case,Rank application on scale from 1 to 10,False
Rank case,Assessment of application,False
Rank case,proof of uni degree provided,False
Rank case,requirements are not met or low ranking,False
Rank case,high ranking requirements are met,False
Rank case,proposed as accepted,False
Rank case,proposed as reserved,False
Rank case,proposed as rejected,False
Rank case,Final confirmation by head of the university,False
Rank case,Receiving the written applications,False
Rank case,Checking if complete,False
Rank case,Mark as not complete,False
Rank case,Mark as complete,False
Rank case,Send documents to selection committee,False
Rank case,Publishing the letters,False
Rank case,Update the applicant status,False
Rank case,Allocate an application number and password to each applicant,False
Rank case,Document online applications,False
Rank case,Check application complete,False
Rank case,Score bachelors grade,False
Rank case,Score motivation,False
Rank case,Score qualifications,False
Rank case,Sum scores,False
Rank case,Invite applicant for appointment,False
Rank case,Appoint applicant,False
Rank case,Make decision,False
Rank case,Accept application,False
Rank case,Attach additional requirements,False
Rank case,Reject application,False
Rank case,Fill out application form,False
Rank case,Add certificate of bachelor degree,False
Rank case,Create and add CV,False
Rank case,Create and add English letter of motivation,False
Rank case,Add certificate of English language,False
Rank case,Add certificates of further language skills,False
Rank case,Add certificates of qualification,False
Rank case,Compare and send application,False
Rank case,Choose courses of studies,False
Rank case,Receive rejection for course of studies,False
Rank case,Receive application form,False
Rank case,upload bachelor's degree / transcript of records / diploma &#10;supplement,False
Rank case,Upload university entrance certificate,False
Rank case,Upload letter of motivation,False
Rank case,Upload cv,False
Rank case,Upload course&#10;description,False
Rank case,Upload language certificate,False
Rank case,Print out and sign application form,False
Rank case,Collect additional required documents,False
Rank case,Send application form and documents,False
Rank case,Take interview,False
Rank case,Not take interview,False
Rank case,Check and evaluate application,False
Rank case,Create transcript of applicant,False
Rank case,Mark applicant as not suitable,False
Rank case,Mark applicant as suitable,False
Rank case,Invite applicant for interview,False
Rank case,Discuss qualification,False
Rank case,Reject applicant,False
Rank case,Mark applicant as qualified,False
Rank case,Mark applicant as not qualified,False
Rank case,Accept applicant,False
Rank case,Send information to application office,False
Rank case,Do the interview,False
Rank case,Receive and sort application,False
Rank case,Check citizenship,False
Rank case,Check application in time EU countries,False
Rank case,Check application in time non-EU countries,False
Rank case,In time?,False
Rank case,Send application to selection committee,False
Rank case,Update application system,False
Rank case,Check responses,False
Rank case,Meet the basic&#10; requirements?,False
Rank case,Reject interview,False
Rank case,Send application form,False
Rank case,Update status of application,False
Rank case,Check if bachelor equivalent to Uni Potsdam,False
Rank case,Case of &#10;hardship?,False
Rank case,Rank case,False
Rank case,Hardship&#10;sufficient?,False
Rank case,Score bachelors grade by Â§7(1)(a) * 51,False
Rank case,Score qualifications by Â§7(1)(b) * 34,False
Rank case,Score qualifications by Â§7(1)(c) * 15,False
Rank case,Score &gt;= 600?,False
Rank case,Add additional requirements,False
Rank case,Create and add letter of motivation,False
Rank case,Add recommendations,False
Rank case,Add case-of-hardship certificate,False
Rank case,Check bachelor's degree,False
Rank case,Forward documents,False
Rank case,Documents &#10;received,False
Rank case,Send interview invitation,False
Rank case,Conduct interview,False
Rank case,Go to the interview,False
Rank case,Invited to an&#10;interview,False
Rank case,Precheck of documents,False
Rank case,Complete?,False
Rank case,Send commitment,False
Rank case,Checking for contentual match,False
Rank case,Check if has university entrance qualification,False
Rank case,Check for DSH,False
Rank case,Checking for completeness,False
Rank case,Choose Uni,False
Rank case,Fill in printed form of application for international students,False
Rank case,Send international application,False
Rank case,Send german application,False
Rank case,Fill in online form of application,False
Rank case,Receive Commitment,False
Rank case,Waiting for response,False
Rank case,Matriculate,False
Hardship&#10;sufficient?,Apply online,False
Hardship&#10;sufficient?,Send online protocol,False
Hardship&#10;sufficient?,Send documents by post,False
Hardship&#10;sufficient?,Take aptitude test,False
Hardship&#10;sufficient?,Pay for aptitude test,False
Hardship&#10;sufficient?,Wait for results,False
Hardship&#10;sufficient?,Accepted,False
Hardship&#10;sufficient?,Rejected,False
Hardship&#10;sufficient?,Check documents,False
Hardship&#10;sufficient?,Keep in the applicant pool,False
Hardship&#10;sufficient?,Invite to an aptitude test,False
Hardship&#10;sufficient?,Rank students according to GPA and the test results,False
Hardship&#10;sufficient?,Evaluate,False
Hardship&#10;sufficient?,Send letter of rejection,False
Hardship&#10;sufficient?,Send letter of acceptance,False
Hardship&#10;sufficient?,Documents&#10;received,False
Hardship&#10;sufficient?,Take oral exam,False
Hardship&#10;sufficient?,Accepted&#10;provisionally,False
Hardship&#10;sufficient?,Wait for bachelor's certificate,False
Hardship&#10;sufficient?,Certificate&#10;received,False
Hardship&#10;sufficient?,Send bachelor's certificate,False
Hardship&#10;sufficient?,Provisional &#10;acceptance&#10;cancelled,False
Hardship&#10;sufficient?,Provisional&#10;acceptance&#10;confirmed,False
Hardship&#10;sufficient?,Send letter of &#10;provisional acceptance,False
Hardship&#10;sufficient?,Wait for Bachelor's certificate,False
Hardship&#10;sufficient?,Check certificate,False
Hardship&#10;sufficient?,Conduct oral examination,False
Hardship&#10;sufficient?,Confirm provisional acceptance,False
Hardship&#10;sufficient?,Cancel provisional acceptance,False
Hardship&#10;sufficient?,Check application in time,False
Hardship&#10;sufficient?,Complete and&#10;in time?,False
Hardship&#10;sufficient?,Hand application over to examining board,False
Hardship&#10;sufficient?,Rank with other applicants,False
Hardship&#10;sufficient?,Rank sufficient?,False
Hardship&#10;sufficient?,Send acceptance,False
Hardship&#10;sufficient?,Send rejection,False
Hardship&#10;sufficient?,Check if bachelor is sufficient,False
Hardship&#10;sufficient?,Set additional requirements,False
Hardship&#10;sufficient?,Check if bachelors-grade within top 85%,False
Hardship&#10;sufficient?,Invite for talk,False
Hardship&#10;sufficient?,Talk to applicant,False
Hardship&#10;sufficient?,Document,False
Hardship&#10;sufficient?,Fill out application&#10;form,False
Hardship&#10;sufficient?,Complete application,False
Hardship&#10;sufficient?,Add certificate of Bachelor degree,False
Hardship&#10;sufficient?,German?,False
Hardship&#10;sufficient?,Add certificate of German language,False
Hardship&#10;sufficient?,Send application,False
Hardship&#10;sufficient?,Receive rejection,False
Hardship&#10;sufficient?,Immatriculate,False
Hardship&#10;sufficient?,Receive acceptance,False
Hardship&#10;sufficient?,Take&#10;interview,False
Hardship&#10;sufficient?,Choose master program,False
Hardship&#10;sufficient?,Receive application number and passwort,False
Hardship&#10;sufficient?,Print out the online application form (GER),False
Hardship&#10;sufficient?,Print out the online application form (INT),False
Hardship&#10;sufficient?,Send all the requirements to the secretarial office for students,False
Hardship&#10;sufficient?,Waiting for the response,False
Hardship&#10;sufficient?,Receiving acceptance letter,False
Hardship&#10;sufficient?,Reservation place,False
Hardship&#10;sufficient?,Rejection,False
Hardship&#10;sufficient?,Providing the missing documents,False
Hardship&#10;sufficient?,Enrollment,False
Hardship&#10;sufficient?,Receive application,False
Hardship&#10;sufficient?,Rank application on scale from 1 to 10,False
Hardship&#10;sufficient?,Assessment of application,False
Hardship&#10;sufficient?,proof of uni degree provided,False
Hardship&#10;sufficient?,requirements are not met or low ranking,False
Hardship&#10;sufficient?,high ranking requirements are met,False
Hardship&#10;sufficient?,proposed as accepted,False
Hardship&#10;sufficient?,proposed as reserved,False
Hardship&#10;sufficient?,proposed as rejected,False
Hardship&#10;sufficient?,Final confirmation by head of the university,False
Hardship&#10;sufficient?,Receiving the written applications,False
Hardship&#10;sufficient?,Checking if complete,False
Hardship&#10;sufficient?,Mark as not complete,False
Hardship&#10;sufficient?,Mark as complete,False
Hardship&#10;sufficient?,Send documents to selection committee,False
Hardship&#10;sufficient?,Publishing the letters,False
Hardship&#10;sufficient?,Update the applicant status,False
Hardship&#10;sufficient?,Allocate an application number and password to each applicant,False
Hardship&#10;sufficient?,Document online applications,False
Hardship&#10;sufficient?,Check application complete,False
Hardship&#10;sufficient?,Score bachelors grade,False
Hardship&#10;sufficient?,Score motivation,False
Hardship&#10;sufficient?,Score qualifications,False
Hardship&#10;sufficient?,Sum scores,False
Hardship&#10;sufficient?,Invite applicant for appointment,False
Hardship&#10;sufficient?,Appoint applicant,False
Hardship&#10;sufficient?,Make decision,False
Hardship&#10;sufficient?,Accept application,False
Hardship&#10;sufficient?,Attach additional requirements,False
Hardship&#10;sufficient?,Reject application,False
Hardship&#10;sufficient?,Fill out application form,False
Hardship&#10;sufficient?,Add certificate of bachelor degree,False
Hardship&#10;sufficient?,Create and add CV,False
Hardship&#10;sufficient?,Create and add English letter of motivation,False
Hardship&#10;sufficient?,Add certificate of English language,False
Hardship&#10;sufficient?,Add certificates of further language skills,False
Hardship&#10;sufficient?,Add certificates of qualification,False
Hardship&#10;sufficient?,Compare and send application,False
Hardship&#10;sufficient?,Choose courses of studies,False
Hardship&#10;sufficient?,Receive rejection for course of studies,False
Hardship&#10;sufficient?,Receive application form,False
Hardship&#10;sufficient?,upload bachelor's degree / transcript of records / diploma &#10;supplement,False
Hardship&#10;sufficient?,Upload university entrance certificate,False
Hardship&#10;sufficient?,Upload letter of motivation,False
Hardship&#10;sufficient?,Upload cv,False
Hardship&#10;sufficient?,Upload course&#10;description,False
Hardship&#10;sufficient?,Upload language certificate,False
Hardship&#10;sufficient?,Print out and sign application form,False
Hardship&#10;sufficient?,Collect additional required documents,False
Hardship&#10;sufficient?,Send application form and documents,False
Hardship&#10;sufficient?,Take interview,False
Hardship&#10;sufficient?,Not take interview,False
Hardship&#10;sufficient?,Check and evaluate application,False
Hardship&#10;sufficient?,Create transcript of applicant,False
Hardship&#10;sufficient?,Create ranking,False
Hardship&#10;sufficient?,Mark applicant as not suitable,False
Hardship&#10;sufficient?,Mark applicant as suitable,False
Hardship&#10;sufficient?,Invite applicant for interview,False
Hardship&#10;sufficient?,Discuss qualification,False
Hardship&#10;sufficient?,Reject applicant,False
Hardship&#10;sufficient?,Mark applicant as qualified,False
Hardship&#10;sufficient?,Mark applicant as not qualified,False
Hardship&#10;sufficient?,Accept applicant,False
Hardship&#10;sufficient?,Send information to application office,False
Hardship&#10;sufficient?,Do the interview,False
Hardship&#10;sufficient?,Receive and sort application,False
Hardship&#10;sufficient?,Check citizenship,False
Hardship&#10;sufficient?,Check application in time EU countries,False
Hardship&#10;sufficient?,Check application in time non-EU countries,False
Hardship&#10;sufficient?,In time?,False
Hardship&#10;sufficient?,Send application to selection committee,False
Hardship&#10;sufficient?,Update application system,False
Hardship&#10;sufficient?,Check responses,False
Hardship&#10;sufficient?,Meet the basic&#10; requirements?,False
Hardship&#10;sufficient?,Reject interview,False
Hardship&#10;sufficient?,Send application form,False
Hardship&#10;sufficient?,Update status of application,False
Hardship&#10;sufficient?,Check if bachelor equivalent to Uni Potsdam,False
Hardship&#10;sufficient?,Case of &#10;hardship?,False
Hardship&#10;sufficient?,Rank case,False
Hardship&#10;sufficient?,Hardship&#10;sufficient?,False
Hardship&#10;sufficient?,Score bachelors grade by Â§7(1)(a) * 51,False
Hardship&#10;sufficient?,Score qualifications by Â§7(1)(b) * 34,False
Hardship&#10;sufficient?,Score qualifications by Â§7(1)(c) * 15,False
Hardship&#10;sufficient?,Score &gt;= 600?,False
Hardship&#10;sufficient?,Add additional requirements,False
Hardship&#10;sufficient?,Create and add letter of motivation,False
Hardship&#10;sufficient?,Add recommendations,False
Hardship&#10;sufficient?,Add case-of-hardship certificate,False
Hardship&#10;sufficient?,Check bachelor's degree,False
Hardship&#10;sufficient?,Forward documents,False
Hardship&#10;sufficient?,Documents &#10;received,False
Hardship&#10;sufficient?,Send interview invitation,False
Hardship&#10;sufficient?,Conduct interview,False
Hardship&#10;sufficient?,Go to the interview,False
Hardship&#10;sufficient?,Invited to an&#10;interview,False
Hardship&#10;sufficient?,Precheck of documents,False
Hardship&#10;sufficient?,Complete?,False
Hardship&#10;sufficient?,Send commitment,False
Hardship&#10;sufficient?,Checking for contentual match,False
Hardship&#10;sufficient?,Check if has university entrance qualification,False
Hardship&#10;sufficient?,Check for DSH,False
Hardship&#10;sufficient?,Checking for completeness,False
Hardship&#10;sufficient?,Choose Uni,False
Hardship&#10;sufficient?,Fill in printed form of application for international students,False
Hardship&#10;sufficient?,Send international application,False
Hardship&#10;sufficient?,Send german application,False
Hardship&#10;sufficient?,Fill in online form of application,False
Hardship&#10;sufficient?,Receive Commitment,False
Hardship&#10;sufficient?,Waiting for response,False
Hardship&#10;sufficient?,Matriculate,False
Score bachelors grade by Â§7(1)(a) * 51,Apply online,False
Score bachelors grade by Â§7(1)(a) * 51,Send online protocol,False
Score bachelors grade by Â§7(1)(a) * 51,Send documents by post,False
Score bachelors grade by Â§7(1)(a) * 51,Take aptitude test,False
Score bachelors grade by Â§7(1)(a) * 51,Pay for aptitude test,False
Score bachelors grade by Â§7(1)(a) * 51,Wait for results,False
Score bachelors grade by Â§7(1)(a) * 51,Accepted,False
Score bachelors grade by Â§7(1)(a) * 51,Rejected,False
Score bachelors grade by Â§7(1)(a) * 51,Check documents,False
Score bachelors grade by Â§7(1)(a) * 51,Keep in the applicant pool,False
Score bachelors grade by Â§7(1)(a) * 51,Invite to an aptitude test,False
Score bachelors grade by Â§7(1)(a) * 51,Rank students according to GPA and the test results,False
Score bachelors grade by Â§7(1)(a) * 51,Evaluate,False
Score bachelors grade by Â§7(1)(a) * 51,Send letter of rejection,False
Score bachelors grade by Â§7(1)(a) * 51,Send letter of acceptance,False
Score bachelors grade by Â§7(1)(a) * 51,Documents&#10;received,False
Score bachelors grade by Â§7(1)(a) * 51,Take oral exam,False
Score bachelors grade by Â§7(1)(a) * 51,Accepted&#10;provisionally,False
Score bachelors grade by Â§7(1)(a) * 51,Wait for bachelor's certificate,False
Score bachelors grade by Â§7(1)(a) * 51,Certificate&#10;received,False
Score bachelors grade by Â§7(1)(a) * 51,Send bachelor's certificate,False
Score bachelors grade by Â§7(1)(a) * 51,Provisional &#10;acceptance&#10;cancelled,False
Score bachelors grade by Â§7(1)(a) * 51,Provisional&#10;acceptance&#10;confirmed,False
Score bachelors grade by Â§7(1)(a) * 51,Send letter of &#10;provisional acceptance,False
Score bachelors grade by Â§7(1)(a) * 51,Wait for Bachelor's certificate,False
Score bachelors grade by Â§7(1)(a) * 51,Check certificate,False
Score bachelors grade by Â§7(1)(a) * 51,Conduct oral examination,False
Score bachelors grade by Â§7(1)(a) * 51,Confirm provisional acceptance,False
Score bachelors grade by Â§7(1)(a) * 51,Cancel provisional acceptance,False
Score bachelors grade by Â§7(1)(a) * 51,Check application in time,False
Score bachelors grade by Â§7(1)(a) * 51,Complete and&#10;in time?,False
Score bachelors grade by Â§7(1)(a) * 51,Hand application over to examining board,False
Score bachelors grade by Â§7(1)(a) * 51,Rank with other applicants,False
Score bachelors grade by Â§7(1)(a) * 51,Rank sufficient?,False
Score bachelors grade by Â§7(1)(a) * 51,Send acceptance,False
Score bachelors grade by Â§7(1)(a) * 51,Send rejection,False
Score bachelors grade by Â§7(1)(a) * 51,Check if bachelor is sufficient,False
Score bachelors grade by Â§7(1)(a) * 51,Set additional requirements,False
Score bachelors grade by Â§7(1)(a) * 51,Check if bachelors-grade within top 85%,False
Score bachelors grade by Â§7(1)(a) * 51,Invite for talk,False
Score bachelors grade by Â§7(1)(a) * 51,Talk to applicant,False
Score bachelors grade by Â§7(1)(a) * 51,Document,False
Score bachelors grade by Â§7(1)(a) * 51,Fill out application&#10;form,False
Score bachelors grade by Â§7(1)(a) * 51,Complete application,False
Score bachelors grade by Â§7(1)(a) * 51,Add certificate of Bachelor degree,False
Score bachelors grade by Â§7(1)(a) * 51,German?,False
Score bachelors grade by Â§7(1)(a) * 51,Add certificate of German language,False
Score bachelors grade by Â§7(1)(a) * 51,Send application,False
Score bachelors grade by Â§7(1)(a) * 51,Receive rejection,False
Score bachelors grade by Â§7(1)(a) * 51,Immatriculate,False
Score bachelors grade by Â§7(1)(a) * 51,Receive acceptance,False
Score bachelors grade by Â§7(1)(a) * 51,Take&#10;interview,False
Score bachelors grade by Â§7(1)(a) * 51,Choose master program,False
Score bachelors grade by Â§7(1)(a) * 51,Receive application number and passwort,False
Score bachelors grade by Â§7(1)(a) * 51,Print out the online application form (GER),False
Score bachelors grade by Â§7(1)(a) * 51,Print out the online application form (INT),False
Score bachelors grade by Â§7(1)(a) * 51,Send all the requirements to the secretarial office for students,False
Score bachelors grade by Â§7(1)(a) * 51,Waiting for the response,False
Score bachelors grade by Â§7(1)(a) * 51,Receiving acceptance letter,False
Score bachelors grade by Â§7(1)(a) * 51,Reservation place,False
Score bachelors grade by Â§7(1)(a) * 51,Rejection,False
Score bachelors grade by Â§7(1)(a) * 51,Providing the missing documents,False
Score bachelors grade by Â§7(1)(a) * 51,Enrollment,False
Score bachelors grade by Â§7(1)(a) * 51,Receive application,False
Score bachelors grade by Â§7(1)(a) * 51,Rank application on scale from 1 to 10,False
Score bachelors grade by Â§7(1)(a) * 51,Assessment of application,False
Score bachelors grade by Â§7(1)(a) * 51,proof of uni degree provided,False
Score bachelors grade by Â§7(1)(a) * 51,requirements are not met or low ranking,False
Score bachelors grade by Â§7(1)(a) * 51,high ranking requirements are met,False
Score bachelors grade by Â§7(1)(a) * 51,proposed as accepted,False
Score bachelors grade by Â§7(1)(a) * 51,proposed as reserved,False
Score bachelors grade by Â§7(1)(a) * 51,proposed as rejected,False
Score bachelors grade by Â§7(1)(a) * 51,Final confirmation by head of the university,False
Score bachelors grade by Â§7(1)(a) * 51,Receiving the written applications,False
Score bachelors grade by Â§7(1)(a) * 51,Checking if complete,False
Score bachelors grade by Â§7(1)(a) * 51,Mark as not complete,False
Score bachelors grade by Â§7(1)(a) * 51,Mark as complete,False
Score bachelors grade by Â§7(1)(a) * 51,Send documents to selection committee,False
Score bachelors grade by Â§7(1)(a) * 51,Publishing the letters,False
Score bachelors grade by Â§7(1)(a) * 51,Update the applicant status,False
Score bachelors grade by Â§7(1)(a) * 51,Allocate an application number and password to each applicant,False
Score bachelors grade by Â§7(1)(a) * 51,Document online applications,False
Score bachelors grade by Â§7(1)(a) * 51,Check application complete,False
Score bachelors grade by Â§7(1)(a) * 51,Score motivation,False
Score bachelors grade by Â§7(1)(a) * 51,Score qualifications,False
Score bachelors grade by Â§7(1)(a) * 51,Sum scores,False
Score bachelors grade by Â§7(1)(a) * 51,Invite applicant for appointment,False
Score bachelors grade by Â§7(1)(a) * 51,Appoint applicant,False
Score bachelors grade by Â§7(1)(a) * 51,Make decision,False
Score bachelors grade by Â§7(1)(a) * 51,Accept application,False
Score bachelors grade by Â§7(1)(a) * 51,Attach additional requirements,False
Score bachelors grade by Â§7(1)(a) * 51,Reject application,False
Score bachelors grade by Â§7(1)(a) * 51,Fill out application form,False
Score bachelors grade by Â§7(1)(a) * 51,Add certificate of bachelor degree,False
Score bachelors grade by Â§7(1)(a) * 51,Create and add CV,False
Score bachelors grade by Â§7(1)(a) * 51,Create and add English letter of motivation,False
Score bachelors grade by Â§7(1)(a) * 51,Add certificate of English language,False
Score bachelors grade by Â§7(1)(a) * 51,Add certificates of further language skills,False
Score bachelors grade by Â§7(1)(a) * 51,Add certificates of qualification,False
Score bachelors grade by Â§7(1)(a) * 51,Compare and send application,False
Score bachelors grade by Â§7(1)(a) * 51,Choose courses of studies,False
Score bachelors grade by Â§7(1)(a) * 51,Receive rejection for course of studies,False
Score bachelors grade by Â§7(1)(a) * 51,Receive application form,False
Score bachelors grade by Â§7(1)(a) * 51,upload bachelor's degree / transcript of records / diploma &#10;supplement,False
Score bachelors grade by Â§7(1)(a) * 51,Upload university entrance certificate,False
Score bachelors grade by Â§7(1)(a) * 51,Upload letter of motivation,False
Score bachelors grade by Â§7(1)(a) * 51,Upload cv,False
Score bachelors grade by Â§7(1)(a) * 51,Upload course&#10;description,False
Score bachelors grade by Â§7(1)(a) * 51,Upload language certificate,False
Score bachelors grade by Â§7(1)(a) * 51,Print out and sign application form,False
Score bachelors grade by Â§7(1)(a) * 51,Collect additional required documents,False
Score bachelors grade by Â§7(1)(a) * 51,Send application form and documents,False
Score bachelors grade by Â§7(1)(a) * 51,Take interview,False
Score bachelors grade by Â§7(1)(a) * 51,Not take interview,False
Score bachelors grade by Â§7(1)(a) * 51,Check and evaluate application,False
Score bachelors grade by Â§7(1)(a) * 51,Create transcript of applicant,False
Score bachelors grade by Â§7(1)(a) * 51,Create ranking,False
Score bachelors grade by Â§7(1)(a) * 51,Mark applicant as not suitable,False
Score bachelors grade by Â§7(1)(a) * 51,Mark applicant as suitable,False
Score bachelors grade by Â§7(1)(a) * 51,Invite applicant for interview,False
Score bachelors grade by Â§7(1)(a) * 51,Discuss qualification,False
Score bachelors grade by Â§7(1)(a) * 51,Reject applicant,False
Score bachelors grade by Â§7(1)(a) * 51,Mark applicant as qualified,False
Score bachelors grade by Â§7(1)(a) * 51,Mark applicant as not qualified,False
Score bachelors grade by Â§7(1)(a) * 51,Accept applicant,False
Score bachelors grade by Â§7(1)(a) * 51,Send information to application office,False
Score bachelors grade by Â§7(1)(a) * 51,Do the interview,False
Score bachelors grade by Â§7(1)(a) * 51,Receive and sort application,False
Score bachelors grade by Â§7(1)(a) * 51,Check citizenship,False
Score bachelors grade by Â§7(1)(a) * 51,Check application in time EU countries,False
Score bachelors grade by Â§7(1)(a) * 51,Check application in time non-EU countries,False
Score bachelors grade by Â§7(1)(a) * 51,In time?,False
Score bachelors grade by Â§7(1)(a) * 51,Send application to selection committee,False
Score bachelors grade by Â§7(1)(a) * 51,Update application system,False
Score bachelors grade by Â§7(1)(a) * 51,Check responses,False
Score bachelors grade by Â§7(1)(a) * 51,Meet the basic&#10; requirements?,False
Score bachelors grade by Â§7(1)(a) * 51,Reject interview,False
Score bachelors grade by Â§7(1)(a) * 51,Send application form,False
Score bachelors grade by Â§7(1)(a) * 51,Update status of application,False
Score bachelors grade by Â§7(1)(a) * 51,Check if bachelor equivalent to Uni Potsdam,False
